iter	RMSE
0	0.1390025996
1	0.1359408166
2	0.132985425
3	0.1301611342
4	0.1274453797
5	0.1248364255
6	0.1223267944
7	0.1198562336
8	0.1174528967
9	0.115175079
10	0.1129689484
11	0.1109270024
12	0.1089446822
13	0.1069895517
14	0.1050879677
15	0.1032347657
16	0.1014619464
17	0.09980146813
18	0.09818224707
19	0.09663044806
20	0.0951261152
21	0.09370692326
22	0.09232106368
23	0.09101816068
24	0.08976786425
25	0.08859275141
26	0.08749121771
27	0.08638302608
28	0.08533306535
29	0.08432013464
30	0.08315837197
31	0.08184418728
32	0.0806129543
33	0.07941961074
34	0.07825578103
35	0.07716780731
36	0.07608179771
37	0.07501249331
38	0.07398161265
39	0.07301541689
40	0.07205697003
41	0.07089172975
42	0.06981332355
43	0.06878517266
44	0.06777983373
45	0.06682101766
46	0.0658734272
47	0.06499707253
48	0.06412719116
49	0.06329450693
50	0.06249347101
51	0.06172827522
52	0.06100194278
53	0.06027206371
54	0.0596090582
55	0.05898237766
56	0.05838627535
57	0.05779019011
58	0.05725265057
59	0.05670251679
60	0.05620764278
61	0.05571017641
62	0.05522367911
63	0.0547499184
64	0.05432793098
65	0.05389513287
66	0.0535067133
67	0.05310812737
68	0.05276702258
69	0.05241982215
70	0.05209431382
71	0.05176658163
72	0.05144342043
73	0.05115264265
74	0.0508639694
75	0.05059230221
76	0.05033276403
77	0.05007502422
78	0.04981949302
79	0.04959626537
80	0.04938369815
81	0.04916953051
82	0.04896589789
83	0.0487796647
84	0.04858163732
85	0.04841136879
86	0.04822799253
87	0.04806916965
88	0.04790114961
89	0.04775372588
90	0.04760199938
91	0.04742451368
92	0.04724219104
93	0.04708278756
94	0.04693079051
95	0.04677055371
96	0.04662072167
97	0.04647142168
98	0.04633069812
99	0.04620947662
100	0.0460723411
101	0.04594403783
102	0.04582084974
103	0.04570763437
104	0.04562455221
105	0.0454978924
106	0.04538614373
107	0.04527157333
108	0.04519569814
109	0.04510463476
110	0.04501690252
111	0.04493701936
112	0.04485746564
113	0.04476108686
114	0.04466960336
115	0.04458359461
116	0.04450327164
117	0.0444210003
118	0.04435609483
119	0.04429689394
120	0.04419690314
121	0.04413780953
122	0.04407554163
123	0.04401033419
124	0.04393716582
125	0.04388496305
126	0.043827488
127	0.04376459518
128	0.04369093199
129	0.04363838356
130	0.04359974987
131	0.04355526291
132	0.04350429311
133	0.04343873572
134	0.04336789586
135	0.04331028783
136	0.04325216121
137	0.04320972551
138	0.04314620366
139	0.04310419799
140	0.04304756221
141	0.04298773841
142	0.04292565207
143	0.04287586504
144	0.04281746025
145	0.04275462058
146	0.04270070567
147	0.04265351936
148	0.0425976104
149	0.04255072496
150	0.04251614521
151	0.0424596826
152	0.04241859413
153	0.042386673
154	0.04235430962
155	0.04232488051
156	0.04228460711
157	0.04223601542
158	0.04219010776
159	0.04215170945
160	0.04212025168
161	0.04210015262
162	0.04206253046
163	0.04203148563
164	0.04197653266
165	0.04193903888
166	0.04191445142
167	0.04186132183
168	0.04183043291
169	0.04180642116
170	0.04177757365
171	0.04174695482
172	0.04172690099
173	0.04168263493
174	0.04165449783
175	0.04163258152
176	0.04160541501
177	0.04156483847
178	0.04152211876
179	0.0414829549
180	0.04145107208
181	0.04140822484
182	0.04137069409
183	0.04133440422
184	0.04130401401
185	0.04126029502
186	0.04122606008
187	0.04118008709
188	0.0411564364
189	0.04112405112
190	0.04112402338
191	0.04109910361
192	0.04105117901
193	0.04102738942
194	0.04098902917
195	0.04098882011
196	0.04096020289
197	0.04092071373
198	0.0408797906
199	0.0408614034
200	0.04083720038
201	0.04081944931
202	0.04078154941
203	0.04075680511
204	0.04074118576
205	0.04071932495
206	0.04069351474
207	0.04066140514
208	0.04064234324
209	0.04062998824
210	0.04060152193
211	0.04057449987
212	0.04054479534
213	0.0405230759
214	0.04049895693
215	0.04047620474
216	0.04044629787
217	0.04043030065
218	0.04041962628
219	0.04039338823
220	0.04036854378
221	0.04032999067
222	0.04031154539
223	0.04027767168
224	0.04025071095
225	0.04021519605
226	0.04019929869
227	0.04018244199
228	0.04015923256
229	0.04015920988
230	0.04014191573
231	0.04012755608
232	0.04010508
233	0.04008660317
234	0.04005702839
235	0.04003362681
236	0.04002140954
237	0.03998631518
238	0.03997001418
239	0.03996876097
240	0.03995338449
241	0.03993906591
242	0.03992393894
243	0.0398977707
244	0.03988212039
245	0.03986711641
246	0.03984682352
247	0.03983265195
248	0.03979924111
249	0.03979048102
250	0.03976784542
251	0.03974549337
252	0.03972357233
253	0.03970351652
254	0.03967728776
255	0.03967709107
256	0.039654591
257	0.03964230534
258	0.03961477979
259	0.03959779477
260	0.03956123965
261	0.03954153372
262	0.03952461733
263	0.03949792299
264	0.03947440063
265	0.03944999216
266	0.03942347166
267	0.03941308259
268	0.03940538863
269	0.03939011931
270	0.03936406279
271	0.03935571035
272	0.0393346859
273	0.03931664657
274	0.03929355286
275	0.03927293641
276	0.03926926713
277	0.03923624875
278	0.03921088619
279	0.03920546214
280	0.03918302479
281	0.03918292699
282	0.03917125858
283	0.039153354
284	0.03913637041
285	0.03911751785
286	0.03909671448
287	0.03907338347
288	0.03904728165
289	0.03902417663
290	0.03899898459
291	0.0389918033
292	0.03897739409
293	0.03897001745
294	0.03894388758
295	0.03893907526
296	0.03892238275
297	0.03890603973
298	0.03887836767
299	0.03886618706
300	0.03884462758
301	0.03883640769
302	0.03882391603
303	0.03882078795
304	0.03880469928
305	0.03878396829
306	0.03877503083
307	0.03874546232
308	0.03873132609
309	0.0387238523
310	0.0387093246
311	0.038705911
312	0.03869594099
313	0.03869194183
314	0.03868500307
315	0.03867248461
316	0.03866403868
317	0.03864550007
318	0.03861912971
319	0.03860929876
320	0.03860446765
321	0.0385842186
322	0.03855966214
323	0.03854268466
324	0.03852451019
325	0.03852300952
326	0.03852110472
327	0.03852110382
328	0.03851843105
329	0.03849165362
330	0.03848701519
331	0.03846449517
332	0.03843993992
333	0.0384239375
334	0.03840496706
335	0.03838117791
336	0.03835503604
337	0.03834076367
338	0.03833437645
339	0.03831741578
340	0.03831477969
341	0.03830074866
342	0.03828731157
343	0.03827601654
344	0.03826203352
345	0.03823847924
346	0.03823293008
347	0.03822012053
348	0.03818726485
349	0.03816530518
350	0.03816518363
351	0.0381616417
352	0.03815086984
353	0.03813375904
354	0.03812182767
355	0.03811958111
356	0.03811610624
357	0.03809966962
358	0.03809278631
359	0.03808766194
360	0.03806771396
361	0.03805608332
362	0.03805253661
363	0.03803991115
364	0.0380252266
365	0.03801993632
366	0.03801992402
367	0.03800515256
368	0.0379827799
369	0.03797477299
370	0.03797463633
371	0.0379665007
372	0.03796168429
373	0.03795384788
374	0.03795330992
375	0.03792654607
376	0.03789490702
377	0.0378948894
378	0.03789484683
379	0.03789406319
380	0.03781282709
381	0.03780211554
382	0.03779197208
383	0.03777076344
384	0.03776282581
385	0.03776281184
386	0.03775134344
387	0.03773676481
388	0.03771616123
389	0.03771608879
390	0.03770311384
391	0.03769613105
392	0.03767554488
393	0.03766207596
394	0.03764910395
395	0.03764181594
396	0.03762190473
397	0.03760097739
398	0.0375927736
399	0.03757701913
400	0.03757147715
401	0.03756251835
402	0.03754411547
403	0.03752585802
404	0.0375194384
405	0.03749682386
406	0.03749676917
407	0.03749151896
408	0.03747521825
409	0.03746502498
410	0.03744411045
411	0.03743050287
412	0.03741880253
413	0.03741879073
414	0.03741872655
415	0.03741671079
416	0.03741669051
417	0.03739614195
418	0.03738552848
419	0.03737589165
420	0.03736630653
421	0.03736058364
422	0.03733389302
423	0.03733318718
424	0.03732539628
425	0.03730907778
426	0.0372998691
427	0.03728945892
428	0.03728916644
429	0.03727910416
430	0.03727715419
431	0.03724633094
432	0.03724136055
433	0.03723956038
434	0.03722938483
435	0.03721936966
436	0.03719585489
437	0.03719018092
438	0.03718567748
439	0.03717473567
440	0.03717467501
441	0.03717015397
442	0.03716341204
443	0.03716105079
444	0.03715160921
445	0.03715104832
446	0.03715087014
447	0.03715075827
448	0.03714123441
449	0.03714039684
450	0.03711503117
451	0.03711156897
452	0.03710196817
453	0.03709495928
454	0.03705766247
455	0.03703419007
456	0.03701077288
457	0.03700173822
458	0.03699938638
459	0.03699930231
460	0.03699008715
461	0.03697696408
462	0.03697222719
463	0.03695910849
464	0.03694294663
465	0.03693804354
466	0.03693264286
467	0.03692303629
468	0.03691895362
469	0.03691544834
470	0.03690683663
471	0.03690613323
472	0.03690609007
473	0.03688832839
474	0.0368775927
475	0.03687218376
476	0.03685339368
477	0.03684583575
478	0.03683300361
479	0.03682269345
480	0.0368059154
481	0.03679420291
482	0.03676869166
483	0.03676310721
484	0.03676085884
485	0.03675593048
486	0.03674809885
487	0.03673662854
488	0.0367268013
489	0.03672029161
490	0.03671116809
491	0.0367110823
492	0.0366987926
493	0.03669352223
494	0.03669060628
495	0.03668442717
496	0.03668097604
497	0.0366642796
498	0.03665251754
499	0.03663728552
500	0.03663720009
501	0.03662033294
502	0.03661270137
503	0.03660424885
504	0.03659150224
505	0.03658006774
506	0.03655728892
507	0.0365568141
508	0.03653761077
509	0.03652917071
510	0.03652887443
511	0.03652047022
512	0.03650212425
513	0.03650193168
514	0.03648341132
515	0.03647114606
516	0.03646718976
517	0.03646716443
518	0.03646699489
519	0.03646096665
520	0.03644865187
521	0.03643676522
522	0.03641749276
523	0.03641552627
524	0.036403391
525	0.03637268043
526	0.03637001424
527	0.03636994616
528	0.03636026647
529	0.03635359956
530	0.0363535111
531	0.03634195384
532	0.03633539119
533	0.03633509477
534	0.03632686344
535	0.03630623997
536	0.03629390344
537	0.03628279089
538	0.03626982486
539	0.03626306941
540	0.03625492035
541	0.03623637352
542	0.03622601529
543	0.03621913233
544	0.03620828937
545	0.03619998062
546	0.03618825326
547	0.03618818594
548	0.03617367285
549	0.03616771117
550	0.03615575899
551	0.0361460642
552	0.03612694907
553	0.03612446058
554	0.03611900378
555	0.03611461971
556	0.03610471557
557	0.03609688082
558	0.03607793085
559	0.0360678682
560	0.03606361628
561	0.03606107832
562	0.03604365254
563	0.03603617157
564	0.03602502636
565	0.03601750634
566	0.03600678318
567	0.03599436471
568	0.03598741083
569	0.03597962628
570	0.03597723131
571	0.03596844709
572	0.03596828115
573	0.03596789277
574	0.03596417827
575	0.03595028333
576	0.03594090478
577	0.03592864589
578	0.03592838019
579	0.0359261683
580	0.03592601586
581	0.03591618361
582	0.03591329939
583	0.03590531975
584	0.03589221597
585	0.03588741805
586	0.03587709096
587	0.03586166442
588	0.03585232972
589	0.03583803928
590	0.03583789119
591	0.03583763975
592	0.03583738973
593	0.03582387274
594	0.03581919513
595	0.03581241671
596	0.03579777052
597	0.03579259883
598	0.03579258993
599	0.03578422559
600	0.03577355841
601	0.03576207995
602	0.035755048
603	0.0357478574
604	0.03574769988
605	0.03574241375
606	0.03573234512
607	0.03572608325
608	0.03571922133
609	0.03571048677
610	0.0357034028
611	0.03567428271
612	0.03567414031
613	0.03566891049
614	0.03566038494
615	0.03563288559
616	0.03562922139
617	0.03561845222
618	0.03560810236
619	0.03559550002
620	0.03558234933
621	0.03557593401
622	0.03556522591
623	0.03555411005
624	0.03555179973
625	0.03555166832
626	0.03554916408
627	0.03554664207
628	0.03553986663
629	0.03553122728
630	0.0355291575
631	0.0355231685
632	0.03551304714
633	0.03550124093
634	0.03550111522
635	0.03549029467
636	0.0354873749
637	0.03548482858
638	0.03547717242
639	0.03547320616
640	0.03546770306
641	0.03545800721
642	0.03545084
643	0.03544109422
644	0.03543989651
645	0.03543412594
646	0.03542476728
647	0.03540133179
648	0.03539672974
649	0.03538861494
650	0.03535440761
651	0.03534778107
652	0.03533710082
653	0.03533709217
654	0.03533321899
655	0.03532517767
656	0.03531756868
657	0.03531009484
658	0.03531008441
659	0.03530644304
660	0.03530332718
661	0.03530082816
662	0.03529169456
663	0.03529160884
664	0.03528445875
665	0.03527250666
666	0.03527243483
667	0.03526541366
668	0.03525657607
669	0.0352522668
670	0.03524976052
671	0.0352455558
672	0.03522858893
673	0.03521800416
674	0.03520757316
675	0.03519268092
676	0.03518668527
677	0.03518220829
678	0.03518219829
679	0.03517505135
680	0.03517328135
681	0.03516780947
682	0.03515424131
683	0.0351463739
684	0.03513673709
685	0.0351277447
686	0.03512016795
687	0.0351200885
688	0.03511326844
689	0.03510707382
690	0.03510409002
691	0.03509967138
692	0.03509727484
693	0.03509660543
694	0.03508247974
695	0.03508243766
696	0.03508243108
697	0.03508240185
698	0.03507890505
699	0.03507524813
700	0.03507520953
701	0.03505353748
702	0.03504337539
703	0.03502934367
704	0.03501455706
705	0.0350077962
706	0.03498700775
707	0.03497448276
708	0.03497001169
709	0.03496266277
710	0.03495717447
711	0.03495132585
712	0.03494739633
713	0.03493992786
714	0.03493166197
715	0.0349312794
716	0.03492874697
717	0.0349258182
718	0.03491729396
719	0.03490854872
720	0.03489759387
