iter	RMSE
721	0.03489182773
722	0.03488400321
723	0.03487636405
724	0.03486704247
725	0.03485057701
726	0.0348395217
727	0.03483541496
728	0.03483540879
729	0.03483135674
730	0.03482355909
731	0.0348162725
732	0.03480155382
733	0.03479354707
734	0.03478452649
735	0.03477938352
736	0.03477938272
737	0.0347739259
738	0.03474929933
739	0.03473892111
740	0.03473313774
741	0.03472298161
742	0.03471700709
743	0.0347124883
744	0.03470284176
745	0.0347006209
746	0.0346922941
747	0.03468571393
748	0.03467516692
749	0.03467516127
750	0.0346712299
751	0.03466799323
752	0.0346631139
753	0.03465973507
754	0.03464235542
755	0.03463281986
756	0.03461888149
757	0.03461174814
758	0.03460883824
759	0.03460347618
760	0.03459723417
761	0.03458725122
762	0.0345762833
763	0.03456801427
764	0.03456137606
765	0.03454273109
766	0.034539455
767	0.03453181203
768	0.03453112385
769	0.03452520758
770	0.03451763586
771	0.03451655102
772	0.03451027201
773	0.03450671139
774	0.0344968296
775	0.03448942806
776	0.03448935451
777	0.03448616217
778	0.03447927444
779	0.03446177047
780	0.03445395689
781	0.03444469295
782	0.03442800115
783	0.0344239866
784	0.03441846253
785	0.03440954786
786	0.03440061352
787	0.03439119783
788	0.03438233285
789	0.03437532836
790	0.03436966354
791	0.03435633797
792	0.03435275593
793	0.03434520311
794	0.03433563999
795	0.03432792579
796	0.03432788963
797	0.03432164735
798	0.03431013208
799	0.03430330141
800	0.03430042185
801	0.03429885934
802	0.03429383513
803	0.03428467521
804	0.0342781893
805	0.0342714364
806	0.03426743529
807	0.0342673629
808	0.03426428406
809	0.03425743718
810	0.03425492544
811	0.0342497618
812	0.03424328408
813	0.03423238724
814	0.03422982239
815	0.03422694394
816	0.03421869593
817	0.03421316935
818	0.03420568213
819	0.03419954447
820	0.0341925812
821	0.0341845922
822	0.03417654346
823	0.03416939042
824	0.03416612803
825	0.03415961697
826	0.03415244934
827	0.03414968623
828	0.03414961094
829	0.0341415198
830	0.03413928388
831	0.03413752764
832	0.03413028539
833	0.0341258767
834	0.034120175
835	0.03411969057
836	0.03411137762
837	0.03410095159
838	0.03409526411
839	0.03408666333
840	0.03408308639
841	0.0340817056
842	0.03407716078
843	0.03407451074
844	0.03406790381
845	0.03406095592
846	0.03405694775
847	0.03404380676
848	0.03403616604
849	0.03402996436
850	0.03402870606
851	0.03402068094
852	0.03401459013
853	0.03401179948
854	0.03400468593
855	0.03399747957
856	0.03398301432
857	0.03397780849
858	0.03396717913
859	0.03396479601
860	0.03396339194
861	0.03396150081
862	0.03395506138
863	0.03394964763
864	0.03393658214
865	0.03392970097
866	0.03392966075
867	0.03392455189
868	0.0339178214
869	0.03390143193
870	0.03389823135
871	0.03388742108
872	0.03388608356
873	0.03388400892
874	0.03387567789
875	0.03386614693
876	0.03385981729
877	0.03385040524
878	0.03384338707
879	0.03383933626
880	0.03383932138
881	0.03382694561
882	0.03382561926
883	0.03382161184
884	0.03382121314
885	0.03381512523
886	0.03381412684
887	0.03381157164
888	0.03380956699
889	0.03380601771
890	0.03380486506
891	0.03380090334
892	0.03379382308
893	0.03377509772
894	0.03377500065
895	0.03376712613
896	0.03376108343
897	0.03375881614
898	0.03375441532
899	0.03374742612
900	0.03374654314
901	0.03374053171
902	0.0337405106
903	0.03373281794
904	0.03373163964
905	0.03372414788
906	0.03371652835
907	0.03370812684
908	0.03370788491
909	0.03370700929
910	0.03369719566
911	0.03369636415
912	0.0336938624
913	0.03368871165
914	0.03368706621
915	0.03368282014
916	0.03367795639
917	0.0336778117
918	0.03366976422
919	0.0336686905
920	0.03366226116
921	0.03365164961
922	0.03365004376
923	0.0336448378
924	0.03363708494
925	0.03363704693
926	0.03363108336
927	0.03362116168
928	0.033618368
929	0.03361710897
930	0.03361666791
931	0.03361459649
932	0.03361183802
933	0.03360447671
934	0.03359919696
935	0.03359024303
936	0.03358643014
937	0.03357000955
938	0.03356584963
939	0.03356106522
940	0.03355309744
941	0.03355307718
942	0.03355272063
943	0.0335391186
944	0.03352979779
945	0.03352407322
946	0.03352105705
947	0.03352101082
948	0.03351103972
949	0.03350683141
950	0.03350417522
951	0.03349954779
952	0.03349119855
953	0.03349102429
954	0.03348511936
955	0.03348506667
956	0.03348097863
957	0.03347917352
958	0.03347484779
959	0.03347009506
960	0.03346299768
961	0.03345913222
962	0.0334575413
963	0.0334561342
964	0.03345202549
965	0.03345099135
966	0.03344790649
967	0.03344689858
968	0.03344031733
969	0.0334393153
970	0.03343149507
971	0.03343099269
972	0.03342404046
973	0.03342002247
974	0.03341523402
975	0.03341313517
976	0.03340672426
977	0.03340102937
978	0.03339303366
979	0.03338741466
980	0.0333873712
981	0.03338430084
982	0.03338118397
983	0.0333760566
984	0.03336529361
985	0.03336068344
986	0.0333547307
987	0.03335200892
988	0.03334532306
989	0.03334390831
990	0.03333765363
991	0.03333282423
992	0.03332888059
993	0.03332198761
994	0.0333012759
995	0.03329543887
996	0.03329250898
997	0.03328324961
998	0.03327927173
999	0.03327594182
